Description,GSM1059640,GSM1059641,GSM1059642,GSM1059643,GSM1059644,GSM1059645,GSM1059646,GSM1059647,GSM1059648,GSM1059649,GSM1059650,GSM1059651,GSM1059652,GSM1059653,GSM1059654,ID
"alpha 1,4-galactosyltransferase",2.191746575,2.627786612,2.161908139,2.613702861,2.44471042,2.351245975,2.44471042,2.430350379,2.44471042,2.840851826,2.393649631,2.781306278,2.519495446,2.317540891,2.409578724,53947_at
exosome component 10,7.545912643,7.813969727,7.564856316,7.832870358,7.464107853,7.700568329,7.232063843,7.778786763,7.407814929,7.413390283,7.770816076,7.198203901,7.229212827,7.304746531,7.807239621,5394_at
paired related homeobox 1,11.41375478,10.81914241,10.95382256,10.9699252,10.90274395,10.47044231,10.36517625,10.96431285,10.02805687,10.663547,10.77013675,10.33020295,10.19245415,10.46723757,10.51645154,5396_at
"cleavage and polyadenylation specific factor 2, 100kDa",6.414731316,6.305927185,6.685056212,6.163798916,5.623305934,6.281532812,6.163798916,6.231571314,5.491048186,5.307922546,6.178786439,5.774771569,5.30418994,6.167187914,6.43276002,53981_at
"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",12.3600833,12.20522453,12.24381512,12.39839573,12.3782623,12.35629137,12.04312013,12.427573,12.8261348,12.93964939,12.43540082,12.99319118,12.46480134,12.2329476,12.2743088,539_at
"acid phosphatase 2, lysosomal",6.339799785,5.560456204,6.227328285,5.99189563,5.986433127,5.956395006,5.054674099,6.04970741,6.466271234,5.890898363,6.05940448,6.002340224,6.652593412,6.479310382,6.376887302,53_at
bromodomain and WD repeat domain containing 1,4.7745957,5.25460653,4.779815231,4.762335444,5.082195644,5.221916907,4.487621013,4.91029659,3.790252805,4.364331914,4.403322768,4.339006764,4.155962149,5.137507272,4.952832086,54014_at
"solute carrier family 37 (glycerol-3-phosphate transporter), member 1",2.88437314,2.919191435,2.63424664,3.052292945,2.885319755,2.938778593,3.378611719,3.195787665,2.792659619,2.916584372,2.981029257,2.901393561,2.938778593,3.169207422,2.764502792,54020_at
RNA binding motif protein 11,1.573492916,1.625722865,1.55151959,1.611773967,1.553008438,1.533510547,1.884784862,1.727021896,1.828849984,1.878856548,1.1706563,1.229430744,1.615255902,1.418983595,1.768248765,54033_at
poly(rC) binding protein 3,2.158942867,2.504854256,2.765018374,2.49034395,2.456758641,2.449885146,2.23079239,2.398206899,2.200392322,1.87244581,2.456758641,2.547487864,2.577787985,2.581652263,2.725119578,54039_at
chromosome 21 open reading frame 58,2.35052688,2.262880138,2.113928708,2.330965172,2.337592748,2.252339774,2.060331046,2.332752914,2.232248863,2.424643839,2.088763857,2.163892923,2.343871196,2.310607361,2.198497298,54058_at
ybeY metallopeptidase (putative),5.92765751,4.205553681,5.920484043,6.115104501,6.207033831,4.945622841,5.162576755,4.379898431,6.626026383,6.404655763,4.538436059,6.069712376,5.21359043,5.244727856,4.784019598,54059_at
MIS18 kinetochore protein homolog A (S. pombe),5.787903873,5.765406327,5.703214644,5.338961887,5.721750213,5.778126808,5.594582594,5.584738929,5.9681708,5.863533256,5.964951168,6.279006376,5.345122405,5.727980491,5.987120703,54069_at
pancreatic lipase,1.790330167,2.291341671,2.1204608,2.24644192,2.026224647,1.752015831,1.978034038,1.779588697,2.499227811,2.239260622,2.021208978,1.961467494,1.845639927,1.99245006,2.116689624,5406_at
non-protein coding RNA 158,2.280556827,1.533961926,2.132832439,2.328426805,2.135047062,1.641987878,2.010735254,1.993987537,2.577633419,2.576639109,2.251962587,2.430249838,2.090904802,2.092590959,2.260518953,54072_at
pancreatic lipase-related protein 1,1.828448884,2.104790915,2.104790915,2.104790915,2.208364406,1.818631233,2.155153613,2.116518046,2.521024747,2.70496825,2.166932257,2.079358232,2.171414532,1.826417346,2.043306262,5407_at
chromosome 21 open reading frame 30,2.603783761,2.579966332,2.606474098,2.588450414,2.659868763,2.579966332,2.410677541,2.667444668,2.388433736,2.573034418,2.804231529,2.747689765,2.321677762,2.510661868,2.355425184,54083_at
thrombospondin-type laminin G domain and EAR repeats,1.724369838,1.861145188,1.846251542,1.48214471,1.912502489,1.846251542,1.850822305,2.02166903,1.846251542,2.139572285,1.984414431,1.783995947,1.95321476,1.710977366,1.846251542,54084_at
pancreatic lipase-related protein 2,1.563737963,1.433695318,1.229496757,1.822434448,1.828859856,1.728967404,1.734960964,1.797825759,1.606755241,1.783303322,1.504883416,1.738977523,1.374629658,1.37725279,1.563356864,5408_at
SET domain containing 4,3.582923118,3.737971347,3.532234226,3.576094107,3.693631361,3.522495516,3.712034013,3.850574727,2.819314266,3.226917358,3.903380698,3.538069583,2.994530025,3.538069583,3.75808728,54093_at
"family with sequence similarity 3, member B",1.9676838,2.259100681,2.231327723,1.857933265,2.402271412,2.060830842,2.274178923,2.094197341,2.399938106,2.443163087,1.58659914,2.211303951,2.094197341,1.918341283,2.094197341,54097_at
phenylethanolamine N-methyltransferase,2.139421214,2.408564744,2.434772853,2.345222663,2.370458348,2.525537036,2.794520074,2.499792796,2.444352156,2.288257169,2.374658385,2.279427997,2.605924054,2.237064989,2.520142601,5409_at
"ATPase, Cu++ transporting, beta polypeptide",3.312541986,3.177495332,3.114676295,3.90333605,3.647412303,3.309405828,2.263041495,3.529011469,2.361228492,3.220406828,3.897610663,2.798073902,2.960566657,3.722628722,3.7754666,540_at
receptor-interacting serine-threonine kinase 4,2.27113232,2.267220031,2.510802217,2.231970886,2.249965839,2.267625863,2.319262405,2.435786318,2.128571506,2.459155949,2.130184018,2.16342188,2.696456138,2.500159573,2.548678682,54101_at
chloride intracellular channel 6,3.719285639,3.376737671,3.068483373,3.720475395,3.597967995,3.183047521,3.839523521,4.165294566,3.813129576,2.748586553,3.371400593,2.750177671,2.86834272,3.885419358,2.969151453,54102_at
pigeon homolog (Drosophila),8.176732115,8.151923586,7.961274874,8.07298065,7.441125523,7.336659657,8.278952394,8.049859191,7.926000722,7.115596309,8.134527513,7.613621276,6.555399539,7.828253871,7.833640053,54103_at
"polymerase (DNA directed), epsilon 3 (p17 subunit)",7.613124845,7.887471595,7.456843354,7.770350455,7.756050797,7.75703693,7.898277166,7.674439864,7.827642054,7.278451201,8.230812572,7.981479973,7.787013586,8.11842337,7.802363945,54107_at
chromatin accessibility complex 1,3.909293763,3.730340648,3.380832355,3.85682339,4.027236471,3.692666448,3.622544574,3.697693734,3.433506162,3.660404371,3.913813297,3.730340648,3.862777715,3.888038534,3.209639781,54108_at
G protein-coupled receptor 88,1.630806918,1.676855295,2.05357949,1.686864318,1.795458296,1.752801692,1.710880337,1.753887115,1.486021758,1.480383243,1.781142618,1.478513755,1.518073042,1.727430938,1.219308407,54112_at
"pinin, desmosome associated protein",7.315481529,7.332800747,7.507683082,7.218917737,7.224423454,7.512531404,7.63377122,7.597040452,6.271437442,6.749465123,7.17015816,5.945710557,6.781521514,7.297455684,7.492870506,5411_at
ubiquitin-like 3,9.27003075,9.177090978,9.340814456,8.855382342,9.453360507,9.131957353,8.843626409,9.404705877,8.783457076,8.588399458,9.346561802,8.810984393,8.703543512,9.234684127,9.401552902,5412_at
chromosome 1 open reading frame 190,1.953611963,1.951201425,2.000444397,2.041364122,2.192485767,2.197580426,2.011064658,1.87079774,1.881083858,2.082763715,2.065338502,1.98991004,1.994589593,1.675933493,1.765867286,541468_at
hypothetical LOC541472,1.831562536,1.569057953,1.734114265,1.494272548,1.938682582,1.760889569,1.812953981,1.420092402,1.642369855,1.413187906,1.839954484,1.939392249,1.578014811,1.734114265,1.722162654,541472_at
chromosome 21 open reading frame 91,7.729059438,8.280020568,7.887696419,7.77964368,7.390271908,7.77964368,8.400399771,7.85454673,6.412908406,7.807547522,7.512564013,7.221952111,7.376191189,7.871531302,8.059961405,54149_at
septin 4,4.922087328,5.111684441,5.671773269,5.350605211,5.186623224,6.079908302,5.495516464,5.47977678,5.24004639,5.472340765,4.956240956,5.105764452,5.58722941,4.468746374,4.531098404,5414_at
chromosome 8 open reading frame 58,2.849967238,3.116473639,3.140927035,3.142674494,3.435798275,2.678667669,3.116473639,3.116473639,2.919098835,2.716118121,3.151535951,3.132019877,3.116473639,3.22694318,3.162382702,541565_at
N-acetylneuraminic acid synthase,7.83559514,7.384876015,7.650031053,7.821796632,7.492515371,7.397312774,7.563691166,7.588636026,8.278814992,8.172451687,7.74295712,8.366130664,7.745435645,7.524520688,7.084259937,54187_at
"cytochrome c, somatic",6.222356118,6.01641301,6.086009909,5.930382119,5.641514801,6.216693187,5.865381611,6.385900611,5.304348391,5.872881829,6.071343667,3.902754058,5.054095589,6.026913337,5.994191948,54205_at
ERBB receptor feedback inhibitor 1,8.925334803,8.856616852,9.786074478,8.936986208,10.03034494,9.091689779,9.3740206,9.127433696,8.403321906,9.060267625,9.410577838,9.076882932,9.348117239,9.083993455,8.983984924,54206_at
"potassium channel, subfamily K, member 10",2.375019493,2.344501338,2.264005975,2.160183184,2.384728313,2.155255166,2.166939964,2.3478871,2.736435445,2.590055997,2.456955851,2.120870065,2.346305571,2.624339278,2.269841095,54207_at
triggering receptor expressed on myeloid cells 2,6.459505653,3.721144569,4.591119297,5.76136673,3.721780238,3.257070347,4.043671562,3.738092253,8.830532621,4.697285103,5.582382275,7.650603312,2.362845961,4.86623863,3.683584766,54209_at
podocalyxin-like,9.792142266,9.221013029,9.651641324,9.837611346,9.189028179,9.883941631,8.572787108,9.697952895,7.810454174,8.307252313,8.993070829,7.958559096,9.658677828,8.957278862,9.211909985,5420_at
triggering receptor expressed on myeloid cells 1,2.612575868,3.337313912,2.457648532,3.42521608,2.52326177,2.435982457,8.557087484,2.563218472,3.568353481,2.6989949,2.918855222,3.045293339,2.686032534,4.072931623,2.246959383,54210_at
"syntrophin, gamma 2",1.76792999,2.065833482,2.11509315,2.401980097,2.441492396,1.852538718,1.698012427,1.902006794,1.969651821,2.65517881,1.59463392,2.143119407,1.991133752,1.68310303,1.884738966,54221_at
"polymerase (DNA directed), alpha 1, catalytic subunit",3.984551142,4.001731024,4.557163705,4.320423642,3.785627572,4.285086421,4.177913977,4.097140654,3.36573686,4.206555782,3.843265348,3.437626459,3.772099673,3.981014949,4.216214432,5422_at
"polymerase (DNA directed), beta",4.93597283,4.781931612,5.101458456,5.418888763,5.123738585,5.152686314,5.369133244,5.012028479,5.489489947,5.207900222,5.123738585,5.423213138,5.250143493,5.21124976,4.798785217,5423_at
"polymerase (DNA directed), delta 1, catalytic subunit 125kDa",3.839055307,3.815250324,3.537706753,3.797448939,3.408729597,3.307425449,4.135278815,3.942932436,4.222204173,3.425618111,3.763075631,3.87610109,3.671269589,4.028260111,3.975070083,5424_at
"polymerase (DNA directed), delta 2, regulatory subunit 50kDa",4.634130746,4.856800967,4.916758578,4.780654645,5.140665228,5.133504285,4.427135613,5.08115275,5.407909929,5.618001814,5.040488875,5.760566929,5.940535369,4.664621163,5.020256696,5425_at
"polymerase (DNA directed), epsilon",3.156035478,2.819035153,3.034567985,3.145701582,2.785329487,3.126522324,3.433689446,3.358175696,3.26985261,2.992670215,3.008238875,3.228888569,3.489425623,2.990998564,3.0092042,5426_at
"polymerase (DNA directed), epsilon 2 (p59 subunit)",3.890818648,2.607677886,2.688301351,3.327263976,2.674894855,2.688396652,2.540523265,2.613699627,2.869659417,2.300807577,3.006131325,2.888608515,2.026517011,2.664094298,2.435630825,5427_at
"polymerase (DNA directed), gamma",6.203312179,6.044831522,6.462649828,6.359767178,6.215195361,6.415047263,5.83494954,6.215195361,5.288331409,6.25314401,6.332722239,5.662462223,6.443941794,6.146441851,6.215195361,5428_at
"polymerase (DNA directed), eta",3.967612568,3.92788245,4.204330603,3.799611407,3.731741053,3.940926102,3.917305185,3.799611407,2.588341602,3.771302556,3.434282625,3.119811592,3.799611407,4.318077504,3.799611407,5429_at
"polymerase (RNA) II (DNA directed) polypeptide A, 220kDa",3.465422162,3.749197812,3.696131941,3.6501586,4.20354176,3.781183234,3.573425455,3.535767203,2.952241722,3.848499442,3.434507868,3.485237483,4.326699861,3.684955688,3.496527422,5430_at
"polymerase (RNA) II (DNA directed) polypeptide B, 140kDa",9.319095919,9.052290647,9.091292072,9.077086243,8.720179174,9.073420371,9.116825699,8.975355228,8.454720152,8.485686095,8.923962866,8.542827564,8.927371501,8.965234479,9.155768023,5431_at
G protein-coupled receptor 173,1.437332088,1.810687548,1.279330561,1.695167547,1.997013136,1.628792424,1.698893163,1.656601229,1.698893163,1.921130568,1.717939891,1.93028766,2.012959549,1.698893163,1.674875331,54328_at
G protein-coupled receptor 85,2.207515034,1.929134799,2.220087962,1.696194883,1.833955891,2.084823459,1.886752852,1.803211879,2.18511435,2.20639924,1.896899778,2.049973954,1.998681409,1.953733825,1.805146546,54329_at
"polymerase (RNA) II (DNA directed) polypeptide C, 33kDa",6.950459506,7.058349221,7.086884317,7.158647779,7.29490787,7.172778368,7.206362886,7.029179538,6.936157495,6.727970213,6.993289284,7.304916737,7.338060177,6.977843891,6.938941363,5432_at
"guanine nucleotide binding protein (G protein), gamma 2",2.787193283,3.322494044,3.258998965,2.754347401,3.104071039,3.429214236,3.089325013,3.104071039,3.005202305,3.451952065,3.320441727,2.486376034,3.104071039,2.966662921,2.870718734,54331_at
ganglioside-induced differentiation-associated protein 1,3.798849568,3.266286886,3.398935397,3.899934183,3.590492406,3.603483923,3.300050019,3.294437904,2.620443098,2.801644792,3.160296899,2.909894744,3.209444451,3.395749379,3.671255337,54332_at
polymerase (RNA) II (DNA directed) polypeptide D,3.709597429,3.296257905,2.823294186,3.053685694,3.203194874,3.587704983,2.960741308,2.766556854,3.296257905,3.6141736,3.794027194,2.899558869,4.074995713,3.296257905,3.353654448,5433_at
dolichyl-phosphate mannosyltransferase polypeptide 3,7.374554317,7.75199452,7.740444667,7.842385225,8.039036499,7.953500272,7.364288433,7.493995569,8.42901285,9.144944224,7.609077431,8.852965117,8.1566239,7.453790085,7.785856526,54344_at
"polymerase (RNA) II (DNA directed) polypeptide E, 25kDa",8.559457531,8.719980768,8.671315898,8.58987685,9.456986653,8.669174249,8.461828487,8.788720541,9.01794022,8.768321763,8.833131579,9.018294948,9.721007748,8.784507801,8.735656974,5434_at
polymerase (RNA) II (DNA directed) polypeptide F,7.609141807,7.091975406,7.150776527,7.652347588,7.39702085,7.497856356,7.31001701,7.38131653,8.103655858,8.558741898,7.453593644,8.271182086,7.830559618,7.530840101,7.462587326,5435_at
cytokine-like 1,1.442257159,1.637632479,1.921782166,2.098513708,1.519145973,2.400116016,1.864115766,1.602345203,1.886730184,1.992281102,1.958956068,1.718279597,1.40854544,1.719710271,1.461865438,54360_at
"wingless-type MMTV integration site family, member 4",2.34002118,2.598413789,2.387760342,2.264963583,2.471911473,2.139044675,2.352320233,2.219528389,2.869675656,2.555939064,2.235676122,2.587783622,2.25117651,2.575845689,2.534602042,54361_at
hydroxyacid oxidase (glycolate oxidase) 1,1.681887584,1.995164834,1.50524807,1.716620987,1.720061826,1.642624349,1.731927391,1.810099562,2.307192659,1.566421461,1.452242002,1.811788288,1.870257748,1.720061826,2.113269811,54363_at
polymerase (RNA) II (DNA directed) polypeptide G,8.915919553,8.558110704,8.754689556,9.222648984,8.960523097,8.960523097,8.960523097,8.698758777,9.701387566,9.578255014,8.73777441,9.825130747,9.173653378,8.812008332,8.819014294,5436_at
polymerase (RNA) II (DNA directed) polypeptide H,6.56093446,6.319357366,6.148596844,6.22637993,6.793821377,6.050343327,6.502853627,6.52708036,6.732312327,7.687700491,5.952567084,7.074415202,6.862867843,6.076027711,6.43046825,5437_at
"telomeric repeat binding factor 2, interacting protein",8.571014601,8.837918768,8.9612048,8.61604779,8.683189698,8.846858856,9.018523478,8.524191182,8.145519819,8.36363805,8.680617993,8.324569334,8.99565312,8.697312154,8.707239255,54386_at
"polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa",8.868313534,8.944827753,8.916620291,9.350022345,9.763583459,9.072432225,8.790698084,8.864767728,9.486120009,10.60244537,9.043492355,10.22559804,9.861309406,9.054682936,9.024777661,5438_at
"polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa",8.115508915,8.045349388,8.165041432,7.942455345,8.604035015,8.114106425,7.991675463,8.166103805,8.594273151,9.109600036,7.284313451,8.719759343,8.640669538,7.877679121,7.782317955,5439_at
"solute carrier family 38, member 2",10.51237709,10.560141,10.57944759,9.921308029,10.37358233,10.03555902,10.57425586,10.42437249,9.663135722,9.162558788,10.38578944,9.627316753,9.050031431,10.21089839,10.2346369,54407_at
"polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa",9.512665658,9.566300242,9.603737081,9.603737081,9.658261522,9.661437514,9.220535809,9.253891372,10.38003786,10.32491391,9.800180841,10.51655157,9.453541595,9.538460046,9.4677883,5440_at
neuroligin 3,2.274203003,2.219161849,2.13888311,2.390357962,2.103530267,2.26166158,2.320795555,2.079827972,2.714630688,2.20522342,2.44734327,2.289598575,2.831738218,2.264221514,2.251286947,54413_at
sialic acid acetylesterase,6.861873174,7.729865592,7.607089913,7.750851622,7.105351911,7.875411102,7.00829948,7.550052289,6.768886186,6.038159151,8.357468122,7.216374927,6.766135121,7.636799716,7.868649141,54414_at
"polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa",5.422059881,4.98031097,4.833879676,5.232166915,5.44436561,5.650096419,4.666972599,5.07297399,6.070563291,5.063441823,4.835094114,5.951142066,5.322716528,4.866129131,5.211228321,5441_at
"taste receptor, type 2, member 5",1.943241542,1.721179939,1.863767458,1.794730663,2.025692361,1.870115171,1.87795384,1.926903481,1.98246909,2.077788202,1.950809906,1.926903481,1.890940258,2.232008982,1.734948636,54429_at
"Yip1 domain family, member 1",5.817344266,5.840346303,5.843921668,5.692298591,5.589462852,5.730890291,5.837242233,5.633559499,5.778084918,5.755792477,5.504350252,5.977812705,5.268522296,5.639685661,5.709823507,54432_at
GAR1 ribonucleoprotein homolog (yeast),8.315983018,8.216142008,8.321012183,8.246681536,8.665708163,8.014552342,7.961714686,8.024914026,8.06233391,7.676985089,8.203898065,8.09745036,7.886040538,8.129885316,8.05147098,54433_at
slingshot homolog 1 (Drosophila),4.278579335,4.225669277,4.99444042,4.200849259,4.568726839,4.49611591,4.570300665,4.785369108,4.090827901,4.171006457,4.498579691,4.085973763,4.516759628,4.555066315,4.924842067,54434_at
"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B",1.966799705,2.371244239,2.025305173,2.583982573,2.227513665,2.413084867,2.206009295,2.272845389,2.514208621,2.424445722,2.586858066,3.275452086,2.142077651,2.62582262,2.267184264,54437_at
glucose-fructose oxidoreductase domain containing 1,5.597613683,6.101176141,6.254240603,5.968322662,6.126475897,6.370906085,5.649735072,6.171142898,4.251557972,5.032479848,6.187377577,4.103254152,6.190238777,6.081550975,5.972873477,54438_at
RNA binding motif protein 27,7.476736696,7.579498905,7.614163458,7.54475064,7.672303417,7.476736696,7.517858761,7.502514679,6.747074744,7.466971726,7.376501661,7.020260939,7.166495679,7.266744747,7.726614696,54439_at
proopiomelanocortin,3.178023617,2.9595113,3.057762951,3.135516475,2.974577327,3.919566538,2.65753483,2.901261158,4.376352702,3.303642394,3.25412459,4.319053111,2.72566202,2.913316512,3.158175929,5443_at
SAM and SH3 domain containing 3,3.554292505,3.69256947,3.466970064,3.784411267,2.634298882,2.758995183,4.971146866,3.143129567,3.373069913,3.40771926,3.28920714,3.398560289,3.235367476,4.11891799,2.765783132,54440_at
potassium channel tetramerisation domain containing 5,4.337593802,4.087632666,4.327328984,4.72759632,4.190165479,4.400706047,4.570411235,4.317582454,3.976278726,3.16904015,4.666962745,4.601428732,4.184890064,4.804234816,4.011697766,54442_at
"anillin, actin binding protein",2.601873035,1.992837368,1.992837368,2.466249753,1.327285061,2.201925282,2.035986671,1.815816556,2.08311711,1.555996926,2.31910686,1.992837368,1.738083792,2.408936242,1.464398279,54443_at
Ras and Rab interactor 2,10.24529763,9.882254802,9.875752059,9.835985924,9.752181124,9.838182662,9.464883857,9.814348276,9.677051649,9.659529175,9.961395679,9.670104719,9.835985924,10.05345648,9.854934531,54453_at
"ATPase family, AAA domain containing 2B",4.190579136,3.925504899,3.958289146,4.019237606,3.679565678,4.183810418,4.535220553,3.925690526,3.481603685,3.847923705,3.814006844,3.153851814,3.169903989,3.78950865,3.771002821,54454_at
F-box protein 42,4.970571428,4.966932159,5.095150298,5.083323424,4.900242137,5.211435268,4.448041712,4.978940475,4.627578203,4.487596166,4.946751195,4.972243875,5.609432687,4.978940475,5.088820412,54455_at
"Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)",1.797696033,1.578387416,1.779294208,1.848837108,1.819559132,1.53640038,2.186329225,1.497322418,1.696956061,1.629336976,1.863206323,1.937391561,1.504658428,1.795886895,1.941362814,54456_at
"TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa",1.748721716,2.281661701,1.784696649,1.76888005,1.506509643,1.61454634,1.966965267,1.73984041,1.792814282,1.993819088,1.851015517,1.784371948,1.884361783,1.850115056,1.622584134,54457_at
paraoxonase 2,9.984714452,10.17826523,10.12312744,10.0604211,9.550369162,10.27847552,9.589373165,9.95103219,10.31041963,10.22586432,10.20287617,10.0316045,9.55547594,10.1177989,9.793771354,5445_at
mitochondrial ribosomal protein S21,9.884798576,9.866637814,9.914656918,10.02299568,9.967482925,9.936969142,9.75876914,9.900234371,10.9155321,11.23178772,10.04869144,10.86224762,10.19430343,9.776610553,9.918344504,54460_at
F-box and WD repeat domain containing 5,4.036873835,3.755305654,4.236719352,4.098270559,4.789105367,4.362993368,4.062131483,4.308745187,4.362993368,5.119751161,4.286485453,5.369403966,5.872108887,4.289744023,4.222699128,54461_at
"family with sequence similarity 134, member B",9.148694287,8.686744164,8.85296748,8.823259471,9.063530208,8.964760042,8.481033305,8.83488356,9.073090833,8.863774254,8.559537565,8.846406597,9.114853097,8.519761013,8.83488356,54463_at
5'-3' exoribonuclease 1,8.649171251,9.027135011,8.804378888,8.350801572,8.66813096,8.87169434,8.578137404,9.089420834,8.131042756,8.472620534,8.649171251,8.13532949,8.104531791,8.546134189,9.071438452,54464_at
Ewing tumor-associated antigen 1,7.122757002,7.360506592,6.996909809,7.201816904,7.24659541,7.166547783,6.513716152,7.207213018,7.265401237,6.89657582,7.521826906,7.088050584,6.502536021,6.897077298,7.314162917,54465_at
ankyrin repeat and IBR domain containing 1,8.491994412,8.308230798,8.403126501,8.213026386,8.412426575,8.142823131,8.340991992,8.269126756,7.946450354,8.022733488,8.0850522,7.877513192,7.841042416,8.087609681,8.404430105,54467_at
"missing oocyte, meiosis regulator, homolog (Drosophila)",7.061135993,6.792549932,7.136023809,6.876557453,6.916537094,6.875493146,7.046128227,7.052960184,6.786490799,7.301355111,6.946469678,7.007794729,6.823779987,6.859934191,6.771873465,54468_at
paraoxonase 3,3.106733933,2.964390234,2.910934272,2.968236929,2.87190499,3.33681159,2.964390234,3.082063549,2.973887389,2.498386739,2.65309805,3.074752229,2.83826106,2.435817964,3.210143789,5446_at
"Smith-Magenis syndrome chromosome region, candidate 7-like",6.792401324,6.753256854,6.520388853,6.550699553,6.332858112,6.71113009,6.241653518,6.643851748,6.166515888,5.751264424,6.884617152,5.6717745,6.237243306,6.520388853,6.559497062,54471_at
toll interacting protein,4.020083354,3.872829334,4.435877541,4.260660733,4.509191461,4.311069068,4.430409987,3.80718733,4.296394813,4.29126701,4.487687106,5.051147647,4.506047575,4.298714318,4.355004066,54472_at
keratin 20,2.004740454,1.95755969,1.997557001,1.981639751,1.93731692,1.783725212,1.480559986,1.997557001,2.301854377,2.151496824,2.002592828,2.324440617,2.336344656,1.902734539,1.979839504,54474_at
notchless homolog 1 (Drosophila),2.542537864,2.616156552,2.706130904,2.486906887,2.316805532,2.87658281,2.150007826,2.475347888,2.085976797,3.009378099,2.601939427,3.084581344,2.857323759,2.295629646,2.643370735,54475_at
ring finger protein 216,4.665106739,4.513639713,4.548038229,4.755799118,4.581500288,4.86362983,4.786250068,4.703652194,3.609273295,4.093220812,4.644858154,4.183040739,4.591105171,4.615826949,4.679795006,54476_at
"pleckstrin homology domain containing, family A member 5",8.41046211,8.327108699,8.285456995,8.148418417,8.749025178,8.283306596,7.854408269,8.289815477,7.185831063,7.520257003,8.148418417,7.475577727,8.13873183,7.87355364,8.603214022,54477_at
"family with sequence similarity 64, member A",2.1775669,2.164294356,1.949349207,2.217370679,1.921013324,2.202104427,2.005444578,1.854649549,2.120199649,1.915188106,1.98870878,2.569437696,1.750133866,2.238572515,1.901454333,54478_at
P450 (cytochrome) oxidoreductase,5.629137495,5.472529047,5.648943562,5.560774599,5.838266195,5.783734995,5.552390555,5.527320249,4.647832207,4.728434393,5.450738119,4.844648364,5.890541843,5.822868317,6.263835413,5447_at
chondroitin polymerizing factor 2,3.776368556,3.78898874,3.910527748,3.647477567,3.746065595,3.82462513,4.239326824,3.588306256,3.246064436,3.65459263,3.716286049,3.535819922,3.751677087,3.987508176,3.66886309,54480_at
coiled-coil domain containing 76,6.331728824,5.569679668,5.881904777,5.380823472,5.298759009,5.630834558,5.889660252,6.501503873,5.508285143,4.781429213,5.736014855,5.203754431,4.425577853,5.792034804,5.531539414,54482_at
DiGeorge syndrome critical region gene 8,3.710965854,3.114553585,3.231280901,2.650131066,3.353021653,3.651184542,3.399788966,3.316323771,3.066862711,3.599191515,2.666395435,2.918500217,2.996507148,3.081724634,3.41676815,54487_at
"family with sequence similarity 105, member A",3.772326174,3.686812327,3.504444325,3.808432813,3.484184111,3.097241698,3.881907111,3.66743572,5.04731987,3.457254915,3.985596959,4.760203442,2.739002928,3.772379419,3.581019984,54491_at
neuralized homolog 1B (Drosophila),4.71895897,5.384873013,5.263661189,5.770495508,5.273331025,5.32784266,5.301680661,5.401828555,4.868091574,4.687063301,5.161953387,4.668388446,5.32218524,5.453311801,4.982965212,54492_at
thioredoxin-related transmembrane protein 3,9.659934869,9.853123255,9.891914096,9.523212262,9.061677605,9.635197861,9.478762166,9.546979882,8.912382008,8.670800222,9.523212262,9.05553488,8.882579938,9.606330393,9.681088708,54495_at
protein arginine methyltransferase 7,3.683398923,3.223187169,3.371963196,3.419716718,3.550998406,3.542800301,2.840302711,3.419947747,2.605488785,3.37591126,3.201075958,3.63157889,4.2271068,3.285868136,3.134214355,54496_at
spermine oxidase,3.111759716,2.89620462,2.73040206,3.011566478,2.897489097,2.982034338,3.252063183,2.835748483,3.115533926,3.004377674,2.994950363,2.744803534,3.314797937,3.077978067,2.697190531,54498_at
transmembrane and coiled-coil domains 1,7.143509476,7.126711537,6.934474895,6.883350213,6.934822601,7.041120013,6.762329381,7.013839903,7.373933819,7.420948456,7.097055565,7.443583736,6.915002454,7.097055565,6.975081876,54499_at
POU class 1 homeobox 1,1.793841963,1.691574645,1.451309877,1.780710689,1.589543803,1.913186276,1.89513376,1.552518185,1.968793371,2.293253843,1.758659459,2.015671268,1.583214706,1.610570832,1.372666967,5449_at
RNA binding motif protein 47,3.152733551,2.630874065,2.751066582,2.806977396,2.724810737,2.744579812,2.855118825,2.714855122,3.052285069,2.954135085,3.031427371,2.763519066,2.950273417,2.763519066,2.763519066,54502_at
"zinc finger, DHHC-type containing 13",4.118376831,4.208764757,3.637862771,4.074464599,3.887942799,3.465017182,4.697065021,3.803957455,4.207397493,4.184633814,3.473227739,4.246295886,3.611753192,4.278745863,4.126838163,54503_at
"carboxypeptidase, vitellogenic-like",8.393972539,8.064620957,8.024312548,8.221618324,7.002721344,7.513881852,8.586667323,8.369459518,8.967279098,7.754633861,8.3396347,8.761998714,8.007843595,8.305915549,8.29107696,54504_at
